loan_id,funded_amount,funded_date,duration_years,duration_months,_10_yr_treasury_index_date_funded,interest_rate_percent,interest_rate,payments,total_past_payments,loan_balance,property_value,purpose,firstname,middlename,lastname,social,phone,title,employment_length,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BUILDING_CLASS_AT_PRESENT,ADDRESS_1,ADDRESS_2,ZIP_CODE,CITY,STATE,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,TAX_CLASS_AT_TIME_OF_SALE
LL0000823,5181000,2016-04-06,30,360,1.7599999904632568,3.3550000190734863,3.3550001680850983E-2,22847.689453125,44,4175701.75,5369250,investment property,Cooper,Chase,Bennett,777-44-0120,674-297-5861,director,12,13 CONDOS - ELEVATOR APARTMENTS            ,2,R4,MERCER STREET,3,10009,New York City,NY,1,,,2
LL0000824,643500,2019-10-02,30,360,1.6000000238418579,3.1989998817443848,3.1989999115467072E-2,2782.570068359375,2,637934.875,828050,investment property,Cole,Leonardo,Weiner,432-70-2172,786-811-3654,Director,5,07 RENTALS - WALKUP APARTMENTS             ,2,C1,775 ST JOHNS PLACE,16,10026,New York City,NY,16,5000,17200,2
LL0000825,448000,2018-08-15,15,180,2.8599998950958252,4.1599998474121094,4.1600000113248825E-2,3349.840087890625,16,394402.625,473200,commerical property,Kason,Rory,Andrade,400-84-6264,553-127-9596,CEO,6,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,1319 HALSEY STREET,6,10103,New York City,NY,6,2633,5460,2
LL0000826,5808000,2013-02-20,15,180,2.0199999809265137,3.3139998912811279,3.3139999955892563E-2,40991.8984375,82,2446664,5993300,investment property,Makayla,Brielle,Vasquez,895-85-1281,303-662-8628,Crew Forman ,18,13 CONDOS - ELEVATOR APARTMENTS            ,2,R4,1 MAIN STREET,16,10103,New York City,NY,1,0,0,2
LL0000827,1632000,2013-10-07,30,360,2.6500000953674316,4.2480001449584961,4.2479999363422394E-2,8026.5498046875,74,1038035.4375,1745850,commerical property,Mario,Adan,Askew,664-91-4124,754-663-9627,Professor,4,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,110 PUTNAM AVENUE,2,10114,New York City,NY,1,0,0,2
LL0000828,890000,2018-11-06,30,360,3.2200000286102295,4.8189997673034668,4.8190001398324966E-2,4679.75,13,829163.25,1031050,commerical property,Carlos,Charlie,Durbin,914-62-4063,295-389-8611,Vice President of Sales,10,44 CONDO PARKING                           ,4,RG,40 OCEANA DRIVE WEST,12,10007,New York City,NY,1,0,0,4
LL0000829,875000,2014-07-27,30,360,2.4800000190734863,4.0789999961853027,4.0789999067783356E-2,4217.330078125,65,600873.3125,1154200,home,Connor,Thomas,Flores,604-95-6525,219-084-9845,Vp sales,5,44 CONDO PARKING                           ,4,RP,10 OCEANA TERRACE,5,10018,New York City,NY,1,0,0,4
LL0000830,2148000,2014-10-24,30,360,2.2899999618530273,3.8880000114440918,3.8880001753568649E-2,10116.669921875,62,1520766.375,2422750,home,Vivienne,Cassidy,Jacobs,986-12-0644,405-635-8000,Sales,9,07 RENTALS - WALKUP APARTMENTS             ,2B,C1,102 BERKELEY PLACE,8,10159,New York City,NY,8,2000,3360,2
LL0000831,1740000,2012-07-20,15,180,1.4900000095367432,2.7880001068115234,2.7879999950528145E-2,11839.509765625,89,686284,2056050,investment property,Brantley,Vincent,Arreola,727-98-5929,708-380-3479,Senior Director Sales Operations,14,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,107 CORNELIA ST,6,10163,New York City,NY,6,1875,4500,2
LL0000832,3000000,2018-10-26,30,360,3.0799999237060547,4.6770000457763672,4.6769998967647552E-2,15517.6904296875,14,2782752.25,3021600,investment property,Matilda,Cassandra,Underwood,326-56-9049,790-760-5506,Chief of Urgent Care,14,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,355 EAST 19TH   STREET,5,10010,New York City,NY,1,,,2
LL0000833,1860000,2019-01-12,30,360,2.7100000381469727,4.3080000877380371,4.3079998344182968E-2,9213.349609375,11,1758653.125,1937700,home,Mia,Ava,York,233-35-2192,588-013-4541,Sr. Director Analytics,2,04 TAX CLASS 1 CONDOS                      ,1A,R3,305 WARREN STREET,1,10039,New York City,NY,1,0,0,1
LL0000834,1100000,2018-02-21,15,180,2.940000057220459,4.2389998435974121,4.2390000075101852E-2,8268.9404296875,22,918083.3125,1193950,home,Kaiden,Eric,Burns,679-09-8564,524-965-0917,partner,16,14 RENTALS - 4-10 UNIT                     ,2A,S3,305 BOND STREET,3,10168,New York City,NY,4,1500,4000,2
LL0000835,2244000,2016-03-20,15,180,1.8799999952316284,3.1779999732971191,3.1780000776052475E-2,15689.48046875,45,1537973.375,2313100,investment property,Tyler,Austin,Barnett,566-85-7451,529-384-1225,Executive Vice President,15,07 RENTALS - WALKUP APARTMENTS             ,2,C1,2117 FOSTER AVENUE,24,10006,New York City,NY,14,4000,11200,2
LL0000836,1890000,2019-06-14,30,360,2.0899999141693115,3.687999963760376,3.6880001425743103E-2,8686.5302734375,6,1837880.875,2020050,home,Remington,Lane,Barnett,599-15-9351,376-531-1883,Manage ,12,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,79 EAGLE STREET,7,10012,New York City,NY,1,0,0,2
LL0000837,1160000,2017-06-28,30,360,2.2279000282287598,3.8269999027252197,3.8270000368356705E-2,5422.9501953125,30,997311.5,1265850,commerical property,River,Rylan,Williamson,582-30-4042,512-080-1592,Physician ,7,04 TAX CLASS 1 CONDOS                      ,1A,R3,10 SATURN LANE,10,10081,New York City,NY,1,,,1
LL0000838,792000,2017-10-15,30,360,2.2730000019073486,3.871999979019165,0.03872000053524971,3722.919921875,26,695204.125,952400,commerical property,Cristian,Cash,Day,583-58-8324,973-691-8854,Associate (Attorney),9,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,37 PARKVILLE AVENUE,4,10029,New York City,NY,4,2500,3040,2
LL0000839,1430000,2015-08-19,30,360,2.119999885559082,3.7190001010894775,3.7190001457929611E-2,6597.419921875,52,1086934,1689800,commerical property,Itzel,Virginia,Lindsey,776-52-6840,845-059-7478,Executive,9,04 TAX CLASS 1 CONDOS                      ,1C,R6,1264 49TH   STREET,1,10122,New York City,NY,1,0,0,1
LL0000840,940000,2017-08-27,30,360,2.1658999919891357,3.7650001049041748,3.7650000303983688E-2,4361.2900390625,28,817883.8125,982850,commerical property,Kai,Conner,Dykes,741-12-6139,229-070-1176,Owner,5,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,3410 BEVERLEY ROAD,4,10006,New York City,NY,4,1020,2500,2
LL0000841,1872000,2015-12-13,30,360,2.130000114440918,3.7279999256134033,3.7280000746250153E-2,8646.169921875,48,1456983.75,2066000,home,Matthew,Daniel,Barber,892-13-7820,344-290-3372,VP Sales,18,13 CONDOS - ELEVATOR APARTMENTS            ,2,R4,251 WEST 89TH   STREET,10C,10024,New York City,NY,1,,,2
LL0000842,1524000,2018-11-16,15,180,3.0799999237060547,4.379000186920166,4.3779999017715454E-2,11563.7001953125,13,1373671.875,1604550,boat,Sadie,Mia,Collins,258-18-9319,329-493-6700,Branch Manager,13,07 RENTALS - WALKUP APARTMENTS             ,2B,C1,448 51ST   STREET,8,10161,New York City,NY,8,3000,6928,2
LL0000843,1280000,2019-07-28,30,360,2.0799999237060547,3.6789999008178711,3.6789998412132263E-2,5876.43017578125,5,1250617.875,1347850,investment property,Timothy,Jameson,Porter,870-80-2152,722-481-5735,Vice President of sales,5,04 TAX CLASS 1 CONDOS                      ,1A,R3,155 BEACH 120 STREET,5,10022,New York City,NY,1,,,1
LL0000844,693000,2019-11-02,30,360,1.7300000190734863,3.3289999961853027,3.3289998769760132E-2,3046.110107421875,1,689953.875,696000,commerical property,Theodore,Sean,Godinez,937-70-5132,389-622-5242,Managing Consultant,2,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,1608 PROSPECT PLACE,4,10011,New York City,NY,4,3194,3296,2
LL0000845,1824000,2013-05-04,30,360,1.7799999713897705,3.378000020980835,3.3780001103878021E-2,8066.85986328125,79,1186717.75,2065650,home,Eloise,Miriam,Fuller,875-66-3894,601-232-5499,Executive Director,3,04 TAX CLASS 1 CONDOS                      ,1C,R6,570 BERGEN STREET,1,10003,New York City,NY,1,0,0,1
LL0000846,3828000,2014-02-28,30,360,2.6600000858306885,4.2560000419616699,4.2559999972581863E-2,18844.91015625,70,2508856.5,3994650,commerical property,Kyle,Colin,Medina,772-64-6708,522-955-8801,Regional Head of Ops Risk Cb & GLCM,6,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,58 WALKER STREET,2,10116,New York City,NY,1,,,2
LL0000847,1160000,2015-01-05,30,360,2.0399999618530273,3.6389999389648438,3.6389999091625214E-2,5299.33984375,59,847338.9375,1311100,investment property,Laney,Abigail,Marks,569-26-7682,478-257-5789,Management Director,4,04 TAX CLASS 1 CONDOS                      ,1A,R3,150-11 95TH   STREET,3,10174,New York City,NY,1,,,1
LL0000848,660000,2017-10-21,30,360,2.3845000267028809,3.9839999675750732,3.9840001612901688E-2,3144.860107421875,26,578233.75,880100,commerical property,Kaitlyn,Giselle,Elliott,669-98-0269,368-337-5727,Vice President,2,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,166 35TH STREET,4,10279,New York City,NY,4,2000,4000,2
LL0000849,735000,2013-02-23,30,360,1.9700000286102295,3.5690000057220459,3.5689998418092728E-2,3328.85009765625,82,462034.0625,920150,home,Amelie,Ava,Wiggins,393-01-0445,475-608-0802,Managing Partner,10,07 RENTALS - WALKUP APARTMENTS             ,2,C1,322 BERGEN STREET,8,10044,New York City,NY,12,3000,7200,2
LL0000850,2280000,2015-08-02,30,360,2.2000000476837158,3.7980000972747803,3.7980001419782639E-2,10621.23046875,52,1727696,2360650,investment property,Sloan,Sophia,Atkinson,727-89-9066,744-151-8500,Director,6,04 TAX CLASS 1 CONDOS                      ,1C,R6,78 SOUTH 3RD STREET,1,10176,New York City,NY,1,0,0,1
LL0000851,4818000,2017-02-02,30,360,2.4737000465393066,4.0689997673034668,4.0690001100301743E-2,23193.939453125,34,4029406,4991150,commerical property,Corbin,Finn,Solis,779-85-4802,665-758-2770,Director of Engineering,17,13 CONDOS - ELEVATOR APARTMENTS            ,2,R4,275 WEST 10TH STREET,10C,10026,New York City,NY,1,,,2
LL0000852,1764000,2013-02-07,30,360,1.9900000095367432,3.5880000591278076,3.5879999399185181E-2,8008.0498046875,82,1107339.625,2009950,home,Robert,Thomas,Foley,952-45-1109,246-493-6316,Director Tickets and Event,7,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,1545 47TH STREE,2,10004,New York City,NY,1,0,0,2
LL0000853,1110000,2019-05-04,30,360,2.5399999618530273,4.1389999389648438,4.1390001773834229E-2,5388.64013671875,7,1072279.5,1242100,commerical property,Oliver,Bryce,Bartholomew,624-67-7108,402-255-5617,Family Physician,16,04 TAX CLASS 1 CONDOS                      ,1A,R3,150-19 95TH   STREET,2,10014,New York City,NY,1,,,1
LL0000854,1310000,2017-07-25,30,360,2.3354001045227051,3.9340000152587891,3.9340000599622726E-2,6204.39990234375,29,1130072.5,1414500,investment property,Elijah,Alexander,Anderson,621-56-9612,281-412-3983,CEO,3,12 CONDOS - WALKUP APARTMENTS              ,2,R2,2122 77TH STREET,2,10103,New York City,NY,1,,,2
LL0000855,3936000,2013-01-18,30,360,1.8700000047683716,3.4660000801086426,0.03466000035405159,17599.779296875,83,2475218,4062950,investment property,Rylee,Charlotte,Ellis,797-37-7889,587-259-4211,Quality Assurance Manager,4,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,R8,25 PRINCE STREET,1,10026,New York City,NY,1,,,2
LL0000856,3624000,2016-08-05,15,180,1.5900000333786011,2.8859999179840088,2.8860000893473625E-2,24828.4609375,40,2630861.5,3806200,commerical property,Luis,Leonardo,Hamilton,759-97-7828,597-774-6946,Urologist,13,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,58 WALKER STREET,1,10034,New York City,NY,1,,,2
LL0000857,1100000,2017-10-06,30,360,2.3589000701904297,3.9579999446868896,3.9579998701810837E-2,5224.97021484375,26,964150.8125,1320850,investment property,Malachi,Garrett,Rowan,351-51-5257,760-280-3187,President,18,04 TAX CLASS 1 CONDOS                      ,1A,R3,1406 OUTLOOK AVENUE,1,10170,New York City,NY,1,0,0,1
LL0000858,6880000,2014-12-03,15,180,2.2899999618530273,3.5829999446868896,3.5829998552799225E-2,49464.8203125,60,3912110.75,7152750,plane,Brooke,Adeline,Shaw,271-98-4703,715-418-1277,Physican,14,03 THREE FAMILY DWELLINGS                  ,1,C0,363 SUMPTER STREET,6,10030,New York City,NY,3,2500,5400,1
LL0000859,1870000,2018-11-24,30,360,3.0499999523162842,4.6479997634887695,4.6480000019073486E-2,9640.169921875,13,1744677.875,1890150,home,Karson,Titus,Roberson,762-02-8059,861-921-7832,Anesthesiologist,5,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,2361 ATLANTIC AVENUE,6,10044,New York City,NY,6,2465,3750,2
LL0000860,1280000,2013-10-13,30,360,2.7000000476837158,4.2989997863769531,4.2989999055862427E-2,6333.60009765625,74,811313.375,1513550,investment property,Jeffrey,Kyler,Guerrero,924-33-6272,592-284-0672,Investment Consultant ,6,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,2961 BRIGHTON 3 STREET,3,10013,New York City,NY,1,0,0,2
LL0000861,4389000,2012-03-17,15,180,2.309999942779541,3.6059999465942383,3.6060001701116562E-2,31605.16015625,93,1449720.375,4651300,home,Marilyn,Thea,Malone,293-40-2368,681-794-1856,President,1,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,R8,259 BOWERY,1,10259,New York City,NY,1,,,2
LL0000862,1320000,2017-10-09,30,360,2.3589000701904297,3.9579999446868896,3.9579998701810837E-2,6269.9599609375,26,1156981,1540700,home,Porter,Drew,Walter,172-21-4960,996-148-8839,General Manager of Sales,14,04 TAX CLASS 1 CONDOS                      ,1C,R6,225 BRIGHTON 2 LANE,1,10025,New York City,NY,1,0,0,1
LL0000863,858000,2015-10-03,30,360,1.9900000095367432,3.5889999866485596,3.5890001803636551E-2,3895.56005859375,50,663222.25,935550,commerical property,Isaac,Jonah,Dow,622-41-5265,558-068-9033,Senior staff surgeon,13,01 ONE FAMILY DWELLINGS                    ,1,A1,2996 BEDFORD AVENUE,1,10011,New York City,NY,1,4000,1900,1
LL0000864,1570000,2018-01-15,30,360,2.5462000370025635,4.1449999809265137,4.1450001299381256E-2,7627.259765625,23,1394573.125,1605800,investment property,Priscilla,Kailey,Brock,949-78-1302,953-479-6154,Renovation Sales supervisor,15,13 CONDOS - ELEVATOR APARTMENTS            ,2,R4,527 CATHEDRAL PARKWAY,24,10156,New York City,NY,1,,,2
LL0000865,797500,2013-08-02,30,360,2.630000114440918,4.2290000915527344,4.2289998382329941E-2,3913.419921875,76,500079.90625,1034650,commerical property,Jayceon,Noel,Pool,129-23-2058,633-950-2484,Operations Manager,15,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,825 LENOX ROAD,6,10025,New York City,NY,6,2900,5544,2
LL0000866,1476000,2014-10-21,30,360,2.2300000190734863,3.8289999961853027,3.8290001451969147E-2,6901.919921875,62,1048080.9375,1630900,commerical property,Charlotte,Abigail,Mathews,889-21-4390,355-803-5640,Regional Vice President,11,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,365 MILFORD STREET,4,10282,New York City,NY,4,2667,3198,2
LL0000867,830500,2013-05-01,15,180,1.6599999666213989,2.9590001106262207,2.9589999467134476E-2,5718.919921875,80,372986.53125,1132300,home,Hunter,Nathan,Ramirez,651-88-0181,677-308-5141,director,8,44 CONDO PARKING                           ,4,RG,138-35 ELDER AVENUE,165,10168,New York City,NY,1,,,4
LL0000868,680000,2018-11-10,30,360,3.190000057220459,4.7890000343322754,0.04789000004529953,3563.199951171875,13,633678.3125,700850,investment property,Preston,Bryan,Moreno,577-31-0098,586-991-1133,Co-Chief Investment Officer,4,04 TAX CLASS 1 CONDOS                      ,1C,R6,1243 48TH STREET,3,10114,New York City,NY,1,0,0,1
LL0000869,2136000,2013-07-17,30,360,2.5199999809265137,4.1180000305175781,4.1179999709129333E-2,10343.4296875,77,1339555.625,2433950,home,Lana,Gracelynn,Mckinney,488-67-8899,465-674-3755,Partner Practice Manager,5,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,R8,209 EAST 2ND   STREET,1,10115,New York City,NY,1,,,2
LL0000870,2160000,2014-08-12,30,360,2.4600000381469727,4.0580000877380371,4.0580000728368759E-2,10384.5302734375,64,1495390.25,2258400,investment property,Vincent,Luis,Gonzales,541-21-6250,673-648-6961,VP regional Manager,1,04 TAX CLASS 1 CONDOS                      ,1C,R6,359 EASTERN PARKWAY,2,10279,New York City,NY,1,0,0,1
LL0000871,1570000,2013-08-28,30,360,2.7799999713897705,4.3779997825622559,4.3779999017715454E-2,7841.56005859375,76,974041.6875,1865850,commerical property,Jeremy,Caiden,Strauss,546-68-1670,598-383-2442,Region Chief HR Officer,15,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,413 BERGEN STREET,2,10185,New York City,NY,1,0,0,2
LL0000872,708000,2018-05-12,30,360,2.9700000286102295,4.5689997673034668,4.5690000057220459E-2,3616.419921875,19,639288.0625,737950,commerical property,Skyler,Allen,Berg,666-60-4406,873-184-8070,Senior Director,5,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,758 PUTNAM AVENUE,6,10165,New York City,NY,4,1900,2565,2
LL0000873,3816000,2016-03-12,30,360,1.9800000190734863,3.5759999752044678,3.5760000348091125E-2,17297.83984375,45,3037597,3945500,investment property,Tyler,Austin,Gamboa,703-45-1388,454-567-1628,Deputy Director for Safety and Health,3,11A CONDO-RENTALS                           ,2,RR,110 MADISON AVENUE,1,10260,New York City,NY,18,,28801,2
LL0000874,1848000,2013-05-21,15,180,1.940000057220459,3.2379999160766602,3.2379999756813049E-2,12974.5400390625,79,823011.0625,2148800,investment property,Trevor,Hector,Craig,794-58-0030,974-046-5289,DENTIST/OWNER,16,43 CONDO OFFICE BUILDINGS                  ,4,RB,13620 38TH AVENUE,10I,10033,New York City,NY,1,,,4
LL0000875,1450000,2015-08-22,30,360,2.0499999523162842,3.6489999294281006,3.6490000784397125E-2,6632.35009765625,52,1105118,1709650,home,Camden,Ezra,Mattson,273-49-2461,348-960-1310,Director,1,04 TAX CLASS 1 CONDOS                      ,1C,R6,1634 57TH   STREET,1,10249,New York City,NY,1,0,0,1
LL0000876,5709000,2016-05-03,20,240,1.809999942779541,3.2039999961853027,3.2039999961853027E-2,32248.16015625,43,4322329.5,5835900,plane,Melany,Aileen,Norton,239-95-3424,928-132-1899,Medical Director,16,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,371 SUMPTER STREET,6,10175,New York City,NY,6,2500,5400,2
LL0000877,1752000,2013-07-15,30,360,2.5699999332427979,4.1680002212524414,4.1680000722408295E-2,8534.8896484375,77,1094813.375,1990050,commerical property,Alanna,Cynthia,Aguirre,455-92-6541,312-203-5678,Director of Sales,18,13 CONDOS - ELEVATOR APARTMENTS            ,2,R4,446 KENT AVENUE,11E,10041,New York City,NY,1,0,0,2
LL0000878,2268000,2014-05-04,30,360,2.5999999046325684,4.1979999542236328,4.1979998350143433E-2,11088.259765625,67,1525086.375,2371400,investment property,Lorenzo,Dalton,Barbosa,336-38-0888,648-294-3412,Senior Manager,18,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,265 WYTHE AVENUE,3,10060,New York City,NY,1,0,0,2
LL0000879,512000,2015-12-09,30,360,2.2200000286102295,3.8199999332427979,3.8189999759197235E-2,2391.239990234375,48,397220.34375,766200,investment property,Jason,Chase,Chambers,660-64-8030,519-183-3342,Teacher,1,07 RENTALS - WALKUP APARTMENTS             ,2A,C5,95 4TH AVE,10,10282,New York City,NY,4,1213,2400,2
LL0000880,1310000,2013-11-20,30,360,2.7999999523162842,4.3990001678466797,4.3990001082420349E-2,6559.18994140625,73,831178.8125,1421650,commerical property,Ada,Camryn,Marquez,991-46-4223,218-835-9332,MD,4,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,1249 42ND STREET,3,10055,New York City,NY,1,0,0,2
LL0000881,1872000,2012-08-18,30,360,1.809999942779541,3.4079999923706055,3.4079998731613159E-2,8310.26953125,88,1140695.875,2006600,commerical property,Owen,Carter,Nash,924-60-5125,399-173-4365,SVP,1,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,2337 85TH   STREET,4,10128,New York City,NY,4,3000,2904,2
LL0000882,528000,2016-10-15,15,180,1.797700047492981,3.0969998836517334,3.0969999730587006E-2,3670.949951171875,38,388503.75,766650,investment property,Abel,Keegan,Paul,546-26-0089,986-111-5966,Managing Director,14,04 TAX CLASS 1 CONDOS                      ,1A,R3,1344 59TH STREET,2,10156,New York City,NY,1,0,0,1
LL0000883,1452000,2018-04-13,30,360,2.8199999332427979,4.4190001487731934,4.4190000742673874E-2,7287.35009765625,20,1306252.875,1663400,commerical property,Archer,Adriel,Keller,132-19-6849,679-936-9630,Physician,2,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,668 HALSEY STREET,1,10259,New York City,NY,1,0,0,2
LL0000884,3828000,2017-04-03,10,120,2.3192999362945557,3.5160000324249268,3.5149998962879181E-2,37880.41015625,32,2615826.75,3938150,plane,Colin,Victor,Mejia,646-94-5354,417-607-3824,Captain,9,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,369 SUMPTER STREET,6,10023,New York City,NY,6,2500,5400,2
LL0000885,770000,2016-10-19,30,360,1.7431999444961548,3.3420000076293945,3.3420000225305557E-2,3390.090087890625,38,641176.5625,888450,commerical property,Carter,Kara,Wilkins,831-54-6674,824-342-4271,Research Management,2,07 RENTALS - WALKUP APARTMENTS             ,2A,C3,233 MARTENSE STREET,4,10036,New York City,NY,4,3000,3442,2
LL0000886,2136000,2019-06-07,30,360,2.0899999141693115,3.687999963760376,3.6880001425743103E-2,9817.150390625,6,2077097.125,2266400,home,Emelia,Margot,Atkinson,521-15-0523,842-119-5888,physician executive,16,03 THREE FAMILY DWELLINGS                  ,1,C0,345 WARREN STREET,3,10159,New York City,NY,3,2000,2400,1
LL0000887,1416000,2018-12-13,30,360,2.9100000858306885,4.5089998245239258,4.5090001076459885E-2,7182.240234375,12,1329813.125,1495200,commerical property,Alia,Emma,Trevino,646-57-4517,469-098-1293,Executive Director,1,12 CONDOS - WALKUP APARTMENTS              ,2,R2,3802 15TH   AVENUE,20,10031,New York City,NY,1,0,0,2
LL0000888,1932000,2019-08-16,15,180,1.5499999523162842,2.8480000495910645,2.8480000793933868E-2,13201.259765625,4,1879195,1938900,boat,Francisco,Judah,Ochoa,253-85-9789,944-811-7728,Manager ,3,07 RENTALS - WALKUP APARTMENTS             ,2B,C1,523 51ST   STREET,8,10162,New York City,NY,8,2980,8268,2
LL0000889,1170000,2017-07-13,30,360,2.3443999290466309,3.9430000782012939,3.9429999887943268E-2,5547.3798828125,29,1009126,1275100,investment property,Aniyah,Phoebe,Howell,192-33-0065,549-661-4148,General Manager,6,04 TAX CLASS 1 CONDOS                      ,1A,R3,1452 FOREST HILL ROAD,5,10055,New York City,NY,1,,,1
LL0000890,1660000,2012-10-21,30,360,1.7899999618530273,3.3880000114440918,3.3879999071359634E-2,7350.75,86,1027835.6875,1791400,home,Mason,Vero,Brown,296-85-1601,459-657-9896,Worker,15,04 TAX CLASS 1 CONDOS                      ,1A,R3,1438 49TH   STREET,1,10261,New York City,NY,1,0,0,1
LL0000891,1900000,2013-10-24,30,360,2.5299999713897705,4.1279997825622559,4.1280001401901245E-2,9211.66015625,74,1218337.375,2133000,commerical property,Eleanor,Isabella,Cook,987-43-9467,207-956-5876,Owner,16,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,135 DEVOE STREET,6,10175,New York City,NY,6,2500,3375,2
LL0000892,1824000,2012-11-26,30,360,1.6599999666213989,3.2579998970031738,3.2579999417066574E-2,7946.169921875,85,1148575.25,2133600,commerical property,Gracie,Destiny,Mills,713-25-8343,290-115-5713,Drilling Consultant ,7,07 RENTALS - WALKUP APARTMENTS             ,2A,C2,30 RICHARDSON STREET,6,10178,New York City,NY,6,2500,4350,2
LL0000893,1320000,2012-03-08,30,360,2.0299999713897705,3.6289999485015869,0.0362900011241436,6022.85009765625,93,759875,1582750,commerical property,Abraham,Edward,Ingram,900-51-8020,705-717-2475,System Architect,6,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,208 LEFFERTS PLACE,1,10166,New York City,NY,1,0,0,2
LL0000894,1028500,2014-02-15,30,360,2.75,4.3489999771118164,4.3490000069141388E-2,5119.39013671875,70,670142.8125,1195800,investment property,Leighton,Jazlyn,French,589-98-4660,437-484-8914,Attorney,14,44 CONDO PARKING                           ,4,RG,133 WATER STREET,3,10169,New York City,NY,1,0,0,4
LL0000895,1830000,2013-10-19,15,180,2.5999999046325684,3.8980000019073486,3.8979999721050262E-2,13442.9404296875,74,835222.4375,2063250,plane,Emma,Amelia,Wyatt,577-69-7301,424-104-9016,vice president,1,12 CONDOS - WALKUP APARTMENTS              ,2,R2,3034 BRIGHTON 1ST STREET,4,10177,New York City,NY,1,0,0,2
LL0000896,1300000,2019-05-04,30,360,2.5399999618530273,4.1389999389648438,4.1390001773834229E-2,6311.02978515625,7,1255822.875,1372100,home,Lilian,Cameron,Pratt,602-12-9258,773-115-9474,OWNER,14,13 CONDOS - ELEVATOR APARTMENTS            ,2,R4,14-25 BROADWAY,1,10019,New York City,NY,1,,,2
LL0000897,4521000,2015-03-18,30,360,1.9299999475479126,3.5260000228881836,3.5250000655651093E-2,20364.44921875,57,3360226,4788500,home,Alejandro,Grant,Stephens,181-75-5015,535-670-4095,Partner,7,07 RENTALS - WALKUP APARTMENTS             ,2,C1,677 VANDERBILT AVENUE,16,10002,New York City,NY,16,3000,8952,2
LL0000898,1560000,2012-10-19,20,240,1.7899999618530273,3.187999963760376,3.1879998743534088E-2,8799.26953125,86,803262.5625,1871500,boat,Alessandra,Lilah,Holland,660-74-3688,375-695-8959,CEO,14,07 RENTALS - WALKUP APARTMENTS             ,2B,C1,523 51ST STREET,8,10002,New York City,NY,8,2980,8268,2
LL0000899,1100000,2012-12-14,30,360,1.7200000286102295,3.3190000057220459,3.3190000802278519E-2,4829.02001953125,84,694361.875,1228700,commerical property,Kayden,Asher,Driver,430-08-3823,915-420-5985,Associate Director Emergency Medicine,2,14 RENTALS - 4-10 UNIT                     ,2A,S9,981 GLENMORE AVENUE,3,10119,New York City,NY,4,2000,3000,2
LL0000900,3768000,2016-04-11,30,360,1.7300000190734863,3.3259999752044678,3.3259999006986618E-2,16556.150390625,44,3039529.25,3896000,commerical property,Amanda,Blakely,Maldonado,873-45-7014,622-669-9374,Financial Advisor,14,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,31 SCHERMERHORN STREET,2,10166,New York City,NY,1,0,0,2
LL0000901,1720000,2019-04-24,15,180,2.5299999713897705,3.8280000686645508,3.8279999047517776E-2,12574.8896484375,8,1619400.875,1792600,home,Myla,Gia,Horton,904-23-2665,982-595-7036,Chief Officer for Real Estate ,6,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,R1,1311 44TH ST,4,10128,New York City,NY,1,0,0,2
